Lot Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
7890,399.0,126000,1,0,0,0,0
7200,0.0,160000,0,0,1,0,0
9839,0.0,100000,1,0,0,0,0
9638,336.0,169000,1,0,0,0,0
10452,312.0,257500,1,0,0,0,0
15600,484.0,215000,0,0,1,0,0
9042,252.0,266500,1,0,0,0,0
17500,567.0,335000,1,0,0,0,0
19645,473.0,203135,1,0,0,0,0
3907,598.0,185000,0,0,0,0,1
3907,531.0,162500,0,0,0,0,1
15602,484.0,289000,1,0,0,0,0
5436,240.0,125500,1,0,0,0,0
8154,200.0,82000,1,0,0,0,0
9140,625.0,110000,1,0,0,0,0
7500,528.0,68400,1,0,0,0,0
8712,384.0,102776,1,0,0,0,0
8712,504.0,55993,1,0,0,0,0
8712,330.0,50138,1,0,0,0,0
3811,525.0,246000,0,0,0,0,1
11050,741.0,254900,1,0,0,0,0
9620,473.0,190000,1,0,0,0,0
9196,573.0,201000,1,0,0,0,0
12328,888.0,169900,1,0,0,0,0
12760,776.0,170000,0,0,1,0,0
57200,572.0,160000,1,0,0,0,0
11896,660.0,220000,1,0,0,0,0
9803,520.0,179781,1,0,0,0,0
9802,400.0,174000,1,0,0,0,0
12003,680.0,269500,1,0,0,0,0
11316,510.0,214900,1,0,0,0,0
14191,431.0,202900,1,0,0,0,0
13214,746.0,378500,1,0,0,0,0
15300,528.0,169000,1,0,0,0,0
10114,624.0,173500,1,0,0,0,0
9400,0.0,139000,0,0,1,0,0
11875,686.0,166500,1,0,0,0,0
1974,286.0,83500,0,0,0,0,1
2394,253.0,119500,0,0,0,1,0
2592,336.0,85000,0,0,0,0,1
1476,0.0,76000,0,0,0,1,0
1491,0.0,75500,0,0,0,0,1
1900,0.0,88250,0,0,0,0,1
1890,286.0,85500,0,0,0,0,1
6953,352.0,130000,1,0,0,0,0
26142,312.0,157900,1,0,0,0,0
12887,495.0,149900,1,0,0,0,0
7700,616.0,159000,0,0,1,0,0
10475,576.0,136000,1,0,0,0,0
10544,275.0,161000,1,0,0,0,0
9892,482.0,285000,1,0,0,0,0
12961,616.0,231000,1,0,0,0,0
13008,502.0,124500,1,0,0,0,0
10200,528.0,157000,1,0,0,0,0
13860,538.0,345000,1,0,0,0,0
10179,470.0,189500,1,0,0,0,0
11792,632.0,270000,1,0,0,0,0
8400,390.0,189000,1,0,0,0,0
14892,758.0,377500,1,0,0,0,0
8530,400.0,168500,1,0,0,0,0
7296,564.0,375000,0,0,0,0,1
5664,499.0,278000,0,0,0,0,1
7380,495.0,240000,1,0,0,0,0
8013,528.0,239500,0,0,0,0,1
8923,396.0,177500,1,0,0,0,0
10141,427.0,185000,1,0,0,0,0
7500,440.0,191000,1,0,0,0,0
7837,380.0,178000,1,0,0,0,0
9765,420.0,185000,1,0,0,0,0
8803,409.0,181316,1,0,0,0,0
7250,430.0,166000,1,0,0,0,0
9636,389.0,178000,1,0,0,0,0
8125,343.0,174000,1,0,0,0,0
9248,400.0,173000,1,0,0,0,0
10762,490.0,225000,1,0,0,0,0
11851,500.0,180500,1,0,0,0,0
5814,565.0,187500,0,0,0,0,1
17423,1166.0,501837,1,0,0,0,0
11844,834.0,372500,1,0,0,0,0
16158,430.0,260000,1,0,0,0,0
11900,567.0,185000,1,0,0,0,0
13005,484.0,260000,1,0,0,0,0
17043,435.0,181000,1,0,0,0,0
11900,544.0,82500,1,0,0,0,0
16635,529.0,215000,1,0,0,0,0
13250,529.0,154000,1,0,0,0,0
10928,484.0,200000,1,0,0,0,0
12388,441.0,249000,1,0,0,0,0
14115,588.0,187500,1,0,0,0,0
11088,479.0,184000,1,0,0,0,0
9600,542.0,278000,1,0,0,0,0
11880,478.0,157000,1,0,0,0,0
10400,479.0,152000,1,0,0,0,0
10304,484.0,197500,1,0,0,0,0
7000,581.0,240900,1,0,0,0,0
8004,552.0,263435,1,0,0,0,0
7500,588.0,220000,1,0,0,0,0
8470,565.0,235000,1,0,0,0,0
9373,478.0,213000,1,0,0,0,0
10140,528.0,167900,1,0,0,0,0
11050,506.0,158000,1,0,0,0,0
10140,478.0,165000,1,0,0,0,0
10448,583.0,158000,1,0,0,0,0
9000,0.0,136000,0,0,1,0,0
8750,902.0,148500,1,0,0,0,0
7930,440.0,156000,1,0,0,0,0
7830,477.0,128000,1,0,0,0,0
8510,336.0,143000,1,0,0,0,0
7038,576.0,76500,1,0,0,0,0
6960,660.0,120500,1,0,0,0,0
8120,463.0,124500,1,0,0,0,0
10500,576.0,97000,1,0,0,0,0
9000,576.0,130000,1,0,0,0,0
1680,264.0,111000,0,0,0,1,0
2368,440.0,125000,0,0,0,0,1
1680,280.0,112000,0,0,0,1,0
1680,288.0,97000,0,0,0,1,0
1680,264.0,118000,0,0,0,1,0
1680,264.0,119500,0,0,0,1,0
4928,440.0,143750,0,0,0,0,1
2308,440.0,146000,0,0,0,0,1
2280,440.0,148500,0,0,0,1,0
2280,440.0,123000,0,0,0,1,0
2308,440.0,147000,0,0,0,0,1
2349,440.0,137900,0,0,0,1,0
2364,440.0,147000,0,0,0,0,1
2289,440.0,148500,0,0,0,1,0
2364,440.0,138000,0,0,0,0,1
2104,345.0,128500,0,0,0,0,1
7150,288.0,100000,1,0,0,0,0
10710,656.0,148800,1,0,0,0,0
12456,786.0,337500,1,0,0,0,0
14257,754.0,462000,1,0,0,0,0
13518,820.0,485000,1,0,0,0,0
15431,672.0,555000,1,0,0,0,0
13173,840.0,325000,1,0,0,0,0
14230,890.0,256300,1,0,0,0,0
12704,1390.0,253293,1,0,0,0,0
12350,864.0,398800,1,0,0,0,0
11308,836.0,335000,1,0,0,0,0
12350,896.0,404000,1,0,0,0,0
12220,900.0,402861,1,0,0,0,0
13478,842.0,451950,1,0,0,0,0
13693,762.0,610000,1,0,0,0,0
13891,1020.0,582933,1,0,0,0,0
11578,834.0,360000,1,0,0,0,0
16870,932.0,296000,1,0,0,0,0
23303,640.0,409900,1,0,0,0,0
11146,908.0,255500,1,0,0,0,0
10367,927.0,335000,1,0,0,0,0
9591,856.0,274900,1,0,0,0,0
10872,700.0,300000,1,0,0,0,0
13514,850.0,324000,1,0,0,0,0
8834,738.0,350000,1,0,0,0,0
11362,862.0,280000,1,0,0,0,0
10655,880.0,284000,1,0,0,0,0
12878,583.0,269500,1,0,0,0,0
9541,644.0,233170,1,0,0,0,0
13472,968.0,386250,1,0,0,0,0
15274,886.0,445000,1,0,0,0,0
13262,730.0,290000,1,0,0,0,0
9658,871.0,255900,1,0,0,0,0
6904,484.0,213000,0,0,0,0,1
5381,624.0,196000,0,0,0,1,0
5122,624.0,184500,0,0,0,1,0
10307,484.0,212500,0,0,0,0,1
5001,626.0,230000,0,0,0,1,0
14836,949.0,552000,1,0,0,0,0
15262,685.0,382500,1,0,0,0,0
7390,649.0,320000,0,0,0,0,1
6472,539.0,248500,0,0,0,0,1
16770,701.0,286500,1,0,0,0,0
6240,550.0,254000,0,0,0,0,1
3480,478.0,173000,0,0,0,0,1
2268,474.0,173000,0,0,0,1,0
10928,390.0,184000,1,0,0,0,0
8918,392.0,167800,1,0,0,0,0
12589,390.0,174000,1,0,0,0,0
11911,400.0,174000,1,0,0,0,0
3684,660.0,174000,0,0,0,0,1
3635,660.0,175900,0,0,0,0,1
3182,430.0,192500,0,0,0,0,1
3182,457.0,181000,0,0,0,0,1
3182,397.0,180000,0,0,0,0,1
3182,397.0,160200,0,0,0,0,1
7795,432.0,188500,1,0,0,0,0
8068,390.0,200000,1,0,0,0,0
9434,400.0,170000,1,0,0,0,0
7984,436.0,189500,1,0,0,0,0
7750,527.0,184100,1,0,0,0,0
10125,434.0,195500,1,0,0,0,0
8965,400.0,192000,1,0,0,0,0
8174,393.0,178000,1,0,0,0,0
5063,626.0,207500,0,0,0,1,0
8795,554.0,236000,1,0,0,0,0
12891,644.0,257500,1,0,0,0,0
12224,390.0,244000,1,0,0,0,0
9734,400.0,167000,1,0,0,0,0
8123,463.0,179000,1,0,0,0,0
8433,394.0,190000,1,0,0,0,0
7750,400.0,156000,1,0,0,0,0
15896,658.0,245000,1,0,0,0,0
24682,502.0,181000,1,0,0,0,0
8755,390.0,214000,1,0,0,0,0
7848,410.0,168000,1,0,0,0,0
9430,856.0,337000,1,0,0,0,0
15138,810.0,403000,1,0,0,0,0
12720,810.0,327000,1,0,0,0,0
16545,1069.0,340000,1,0,0,0,0
12203,676.0,336000,1,0,0,0,0
10208,889.0,265000,1,0,0,0,0
10750,815.0,315000,1,0,0,0,0
9900,656.0,260000,1,0,0,0,0
9085,647.0,260000,1,0,0,0,0
11692,623.0,263550,1,0,0,0,0
46589,711.0,402000,1,0,0,0,0
29959,467.0,248000,1,0,0,0,0
9612,898.0,244600,1,0,0,0,0
11194,972.0,275000,1,0,0,0,0
10206,726.0,257500,1,0,0,0,0
9262,840.0,287090,1,0,0,0,0
10130,844.0,275500,1,0,0,0,0
9139,492.0,245000,1,0,0,0,0
9675,689.0,253000,1,0,0,0,0
11128,795.0,468000,1,0,0,0,0
8640,644.0,252678,1,0,0,0,0
9000,676.0,210000,1,0,0,0,0
7862,676.0,208300,1,0,0,0,0
7993,529.0,225000,1,0,0,0,0
8640,552.0,229456,1,0,0,0,0
8640,625.0,229800,1,0,0,0,0
12606,984.0,250000,1,0,0,0,0
9187,478.0,370878,1,0,0,0,0
7500,692.0,238500,1,0,0,0,0
11003,812.0,310000,1,0,0,0,0
10603,782.0,270000,1,0,0,0,0
10574,1043.0,252000,1,0,0,0,0
8125,438.0,241000,1,0,0,0,0
8125,517.0,264500,1,0,0,0,0
10625,711.0,291000,1,0,0,0,0
9375,615.0,263000,1,0,0,0,0
7500,400.0,185000,1,0,0,0,0
8736,588.0,234500,1,0,0,0,0
8127,628.0,209000,1,0,0,0,0
9605,576.0,159000,1,0,0,0,0
7500,484.0,152000,1,0,0,0,0
7500,0.0,143500,1,0,0,0,0
10628,478.0,193000,1,0,0,0,0
10141,845.0,203000,1,0,0,0,0
10083,555.0,184900,1,0,0,0,0
13072,576.0,159000,1,0,0,0,0
13072,0.0,142000,1,0,0,0,0
12450,576.0,153000,1,0,0,0,0
7328,788.0,224243,1,0,0,0,0
11492,559.0,220000,1,0,0,0,0
10994,620.0,257000,1,0,0,0,0
8529,527.0,189000,1,0,0,0,0
7703,528.0,171500,1,0,0,0,0
10762,288.0,120000,0,0,0,0,1
7175,542.0,145000,0,0,0,0,1
9109,495.0,184000,1,0,0,0,0
10274,465.0,162000,1,0,0,0,0
8250,612.0,160000,0,0,1,0,0
8400,294.0,82000,1,0,0,0,0
9000,360.0,76000,1,0,0,0,0
9750,400.0,110000,1,0,0,0,0
7064,484.0,135000,1,0,0,0,0
8499,732.0,141000,1,0,0,0,0
9079,440.0,122000,1,0,0,0,0
9316,288.0,124100,1,0,0,0,0
7791,300.0,129000,1,0,0,0,0
10000,264.0,131400,1,0,0,0,0
8281,360.0,62383,1,0,0,0,0
7150,252.0,123000,1,0,0,0,0
15676,864.0,275000,1,0,0,0,0
11949,524.0,235000,1,0,0,0,0
2880,704.0,280750,0,0,0,1,0
3951,528.0,164500,0,0,0,0,1
3000,528.0,173733,0,0,0,0,1
3830,561.0,222000,0,0,0,0,1
4217,641.0,195000,0,0,0,0,1
3230,440.0,172500,0,0,0,0,1
2998,440.0,180000,0,0,0,0,1
3768,506.0,156000,0,0,0,0,1
2645,480.0,172500,0,0,0,1,0
14694,642.0,318750,1,0,0,0,0
3782,484.0,211500,0,0,0,0,1
15417,540.0,241600,1,0,0,0,0
9600,527.0,180500,1,0,0,0,0
9991,490.0,150000,1,0,0,0,0
11700,441.0,154000,1,0,0,0,0
11717,615.0,185000,1,0,0,0,0
9156,462.0,185750,1,0,0,0,0
10382,484.0,200000,1,0,0,0,0
12732,784.0,206000,1,0,0,0,0
12936,497.0,162000,1,0,0,0,0
10400,515.0,256900,1,0,0,0,0
17871,480.0,197900,1,0,0,0,0
9600,502.0,163000,1,0,0,0,0
9000,336.0,113000,1,0,0,0,0
13774,520.0,230000,1,0,0,0,0
9650,630.0,167900,1,0,0,0,0
10140,583.0,213250,1,0,0,0,0
8400,528.0,227000,1,0,0,0,0
7130,312.0,130000,1,0,0,0,0
9600,440.0,143000,1,0,0,0,0
9100,429.0,117500,1,0,0,0,0
9600,498.0,168500,1,0,0,0,0
16500,495.0,172500,1,0,0,0,0
9790,457.0,161500,1,0,0,0,0
7436,396.0,141500,1,0,0,0,0
8125,308.0,118000,1,0,0,0,0
9100,300.0,127500,1,0,0,0,0
9450,768.0,140000,1,0,0,0,0
13495,576.0,177625,1,0,0,0,0
11475,888.0,110000,0,0,1,0,0
10004,472.0,167000,1,0,0,0,0
9350,610.0,153000,1,0,0,0,0
10500,520.0,145100,1,0,0,0,0
11000,480.0,154000,1,0,0,0,0
8970,549.0,177500,1,0,0,0,0
12095,645.0,158000,1,0,0,0,0
9600,270.0,124500,1,0,0,0,0
11475,368.0,174500,1,0,0,0,0
9768,330.0,122000,1,0,0,0,0
5330,0.0,82500,1,0,0,0,0
7015,352.0,110000,1,0,0,0,0
12160,505.0,149500,1,0,0,0,0
9900,550.0,175000,1,0,0,0,0
9600,418.0,167000,1,0,0,0,0
9600,338.0,128900,1,0,0,0,0
9600,271.0,140000,1,0,0,0,0
9600,264.0,147000,1,0,0,0,0
8944,792.0,124000,0,0,1,0,0
10573,530.0,187500,1,0,0,0,0
9500,514.0,159000,1,0,0,0,0
14695,542.0,256000,1,0,0,0,0
13600,486.0,205000,1,0,0,0,0
13000,509.0,193500,1,0,0,0,0
13560,576.0,110000,1,0,0,0,0
12513,368.0,104900,1,0,0,0,0
8760,286.0,150000,1,0,0,0,0
8400,442.0,156500,1,0,0,0,0
12285,441.0,176000,1,0,0,0,0
9240,297.0,149500,1,0,0,0,0
9600,338.0,139000,1,0,0,0,0
12400,297.0,155000,1,0,0,0,0
8750,304.0,120000,1,0,0,0,0
8750,350.0,153000,1,0,0,0,0
10400,294.0,144000,1,0,0,0,0
19296,884.0,176000,1,0,0,0,0
8532,498.0,153000,1,0,0,0,0
9482,495.0,135000,0,0,1,0,0
8128,297.0,131000,1,0,0,0,0
10634,270.0,123000,1,0,0,0,0
13070,480.0,126000,1,0,0,0,0
10434,672.0,115000,1,0,0,0,0
14559,288.0,164900,1,0,0,0,0
8480,240.0,113000,1,0,0,0,0
7626,230.0,145500,1,0,0,0,0
9533,616.0,102900,1,0,0,0,0
10615,420.0,95000,0,1,0,0,0
11419,410.0,152500,1,0,0,0,0
9600,246.0,129900,1,0,0,0,0
8000,240.0,132000,1,0,0,0,0
5470,366.0,99900,1,0,0,0,0
10410,180.0,135000,1,0,0,0,0
10800,720.0,149000,1,0,0,0,0
8146,281.0,114000,1,0,0,0,0
9022,240.0,109500,1,0,0,0,0
10230,264.0,125000,1,0,0,0,0
10410,528.0,142900,1,0,0,0,0
7200,624.0,156500,1,0,0,0,0
5400,0.0,59000,1,0,0,0,0
5400,338.0,105000,1,0,0,0,0
10800,576.0,106000,1,0,0,0,0
10800,320.0,78500,1,0,0,0,0
9671,907.0,190000,0,0,1,0,0
10143,364.0,154000,1,0,0,0,0
11500,480.0,163000,1,0,0,0,0
11643,968.0,200000,0,0,1,0,0
8010,480.0,143500,1,0,0,0,0
10454,308.0,135000,1,0,0,0,0
8712,756.0,153000,1,0,0,0,0
17600,498.0,157500,1,0,0,0,0
9000,384.0,113500,1,0,0,0,0
12144,288.0,133000,1,0,0,0,0
8544,400.0,92900,0,0,1,0,0
8064,900.0,128500,1,0,0,0,0
7200,420.0,90000,0,0,1,0,0
7200,240.0,138000,1,0,0,0,0
7350,294.0,128000,1,0,0,0,0
7560,294.0,139000,1,0,0,0,0
7200,240.0,118900,1,0,0,0,0
8000,288.0,138000,1,0,0,0,0
7931,672.0,132500,1,0,0,0,0
10800,384.0,133500,1,0,0,0,0
8064,576.0,135000,1,0,0,0,0
7570,483.0,144750,1,0,0,0,0
8604,564.0,145000,0,0,1,0,0
7936,264.0,127000,1,0,0,0,0
6600,308.0,109500,1,0,0,0,0
3950,210.0,115000,1,0,0,0,0
10440,440.0,110000,1,0,0,0,0
4080,162.0,128900,1,0,0,0,0
10307,324.0,103500,0,0,1,0,0
